conceptId,name,description,conceptTypeName,rootConceptId,rootConceptName,partOfConceptId,partOfName,partOrder,referenceToConceptId,referenceToName
,Road,Type for Network Arc,Information Concept Type,,Network Arc,,Network Arc,4,,
,Path,Type for Network Arc,Information Concept Type,,Network Arc,,Network Arc,5,,
,Air Corridor,Type for Network Arc,Information Concept Type,,Network Arc,,Network Arc,6,,
,Line,Type for Network Arc,Information Concept Type,,Network Arc,,Network Arc,7,,
,Familial,Type for Network Arc,Information Concept Type,,Network Arc,,Network Arc,8,,
,Legal custodian,Type for Network Arc,Information Concept Type,,Network Arc,,Network Arc,9,,
,co-housed,Type for Network Arc,Information Concept Type,,Network Arc,,Network Arc,10,,
,Proposed,State for Network Arc,Information Concept State,,Network Arc,,Network Arc,1,,
,Planned,State for Network Arc,Information Concept State,,Network Arc,,Network Arc,2,,
,Defined,State for Network Arc,Information Concept State,,Network Arc,,Network Arc,3,,
,Active,State for Network Arc,Information Concept State,,Network Arc,,Network Arc,4,,
,Inactive,State for Network Arc,Information Concept State,,Network Arc,,Network Arc,5,,
,Retired,State for Network Arc,Information Concept State,,Network Arc,,Network Arc,6,,
,Network Arc -> Network Node,Related information concept link from Network Arc to Network Node,Information Concept Link,,Network Arc,,Network Arc,1,,Network Node
,Network Node,Category: Secondary. A connection point in a network.,Information Concept,,,,,,,
,Transport Nodes - Stop,Type for Network Node,Information Concept Type,,Network Node,,Network Node,1,,
,Terminus,Type for Network Node,Information Concept Type,,Network Node,,Network Node,2,,
,JunctionShipping Nodes - Operation,Type for Network Node,Information Concept Type,,Network Node,,Network Node,3,,
,Warehouse,Type for Network Node,Information Concept Type,,Network Node,,Network Node,4,,
,Customer,Type for Network Node,Information Concept Type,,Network Node,,Network Node,5,,
,Proposed,State for Network Node,Information Concept State,,Network Node,,Network Node,1,,
,Planned,State for Network Node,Information Concept State,,Network Node,,Network Node,2,,
,Defined,State for Network Node,Information Concept State,,Network Node,,Network Node,3,,
,Active,State for Network Node,Information Concept State,,Network Node,,Network Node,4,,
,Inactive,State for Network Node,Information Concept State,,Network Node,,Network Node,5,,
,Retired,State for Network Node,Information Concept State,,Network Node,,Network Node,6,,
,Network Node -> Plan,Related information concept link from Network Node to Plan,Information Concept Link,,Network Node,,Network Node,1,,Plan
,Operation,"Category: Primary. An orchestration of work to achieve a specific objective constrained by time and location, which may include, for example, transportation center, monitoring station, law enforcement, or administrative shift cycles across government.",Information Concept,,,,,,,
,Military,Type for Operation,Information Concept Type,,Operation,,Operation,1,,
,Research,Type for Operation,Information Concept Type,,Operation,,Operation,2,,
,Quarantine,Type for Operation,Information Concept Type,,Operation,,Operation,3,,
,Border Control,Type for Operation,Information Concept Type,,Operation,,Operation,4,,
,Rescue and Recovery,Type for Operation,Information Concept Type,,Operation,,Operation,5,,
,Emergency Mobilization,Type for Operation,Information Concept Type,,Operation,,Operation,6,,
,Election,Type for Operation,Information Concept Type,,Operation,,Operation,7,,
,Proposed,State for Operation,Information Concept State,,Operation,,Operation,1,,
,Active,State for Operation,Information Concept State,,Operation,,Operation,2,,
,Paused,State for Operation,Information Concept State,,Operation,,Operation,3,,
,Completed,State for Operation,Information Concept State,,Operation,,Operation,4,,
,Cancelled,State for Operation,Information Concept State,,Operation,,Operation,5,,
,Operation -> Brand,Related information concept link from Operation to Brand,Information Concept Link,,Operation,,Operation,1,,Brand
,Operation -> Infrastructure,Related information concept link from Operation to Infrastructure,Information Concept Link,,Operation,,Operation,2,,Infrastructure
,Operation -> Investment Portfolio,Related information concept link from Operation to Investment Portfolio,Information Concept Link,,Operation,,Operation,3,,Investment Portfolio
,Operation -> Location,Related information concept link from Operation to Location,Information Concept Link,,Operation,,Operation,4,,Location
,Operation -> Market,Related information concept link from Operation to Market,Information Concept Link,,Operation,,Operation,5,,Market
,Operation -> Network,Related information concept link from Operation to Network,Information Concept Link,,Operation,,Operation,6,,Network
,Operation -> Policy,Related information concept link from Operation to Policy,Information Concept Link,,Operation,,Operation,7,,Policy
,Operation -> Public Sector Entity,Related information concept link from Operation to Public Sector Entity,Information Concept Link,,Operation,,Operation,8,,Public Sector Entity
,Operation -> Strategy,Related information concept link from Operation to Strategy,Information Concept Link,,Operation,,Operation,9,,Strategy
,Order,"Category: Primary. An instruction, by one party to another, to buy, sell, exchange, provide, or deliver goods or services.",Information Concept,,,,,,,
,Purchase,Type for Order,Information Concept Type,,Order,,Order,1,,
,Ship,Type for Order,Information Concept Type,,Order,,Order,2,,
,Work,Type for Order,Information Concept Type,,Order,,Order,3,,
,Customer,Type for Order,Information Concept Type,,Order,,Order,4,,
,Pending,State for Order,Information Concept State,,Order,,Order,1,,
,Open,State for Order,Information Concept State,,Order,,Order,2,,
,Closed,State for Order,Information Concept State,,Order,,Order,3,,
,Order -> Agreement,Related information concept link from Order to Agreement,Information Concept Link,,Order,,Order,1,,Agreement
,Order -> Asset,Related information concept link from Order to Asset,Information Concept Link,,Order,,Order,2,,Asset
,Order -> Channel,Related information concept link from Order to Channel,Information Concept Link,,Order,,Order,3,,Channel
,Order -> Constituent,Related information concept link from Order to Constituent,Information Concept Link,,Order,,Order,4,,Constituent
,Order -> Financial Instrument,Related information concept link from Order to Financial Instrument,Information Concept Link,,Order,,Order,5,,Financial Instrument
,Order -> Human Resource,Related information concept link from Order to Human Resource,Information Concept Link,,Order,,Order,6,,Human Resource
,Order -> Infrastructure,Related information concept link from Order to Infrastructure,Information Concept Link,,Order,,Order,7,,Infrastructure
,Order -> License,Related information concept link from Order to License,Information Concept Link,,Order,,Order,8,,License
,Order -> Order,Related information concept link from Order to Order,Information Concept Link,,Order,,Order,9,,Order
,Order -> Partner,Related information concept link from Order to Partner,Information Concept Link,,Order,,Order,10,,Partner
,Order -> Payment,Related information concept link from Order to Payment,Information Concept Link,,Order,,Order,11,,Payment
,Order Item,Category: Secondary. An order element that refers to a specific good or service.,Information Concept,,,,,,,
,Mandatory,Type for Order Item,Information Concept Type,,Order Item,,Order Item,1,,
,Optional,Type for Order Item,Information Concept Type,,Order Item,,Order Item,2,,
,Back-ordered,State for Order Item,Information Concept State,,Order Item,,Order Item,1,,
,Completed,State for Order Item,Information Concept State,,Order Item,,Order Item,2,,
,Invoiced,State for Order Item,Information Concept State,,Order Item,,Order Item,3,,
