conceptId,name,description,conceptTypeName,rootConceptId,rootConceptName,partOfConceptId,partOfName,partOrder,referenceToConceptId,referenceToName
,Constituent Authorization Management,"Ability to define, determine, and assign constituent access features, attributes, and characteristics.",Capability,,Constituent Management,,Constituent Management,,,
,Constituent Authorization Assignment,Ability to ascribe authorization to a constituent.,Capability,,Constituent Management,,Constituent Authorization Management,,,
,Constituent Authorization Categorization,"Ability to describe the nature of constituent authorization classifications, for example, authorization levels, ratings, or groups.",Capability,,Constituent Management,,Constituent Authorization Management,,,
,Constituent Authorization Determination,Ability to ascertain authorization of a constituent.,Capability,,Constituent Management,,Constituent Authorization Management,,,
,Constituent Category Management,"Ability to identify, organize, aggregate, segment, and prioritize a collection of constituents.",Capability,,Constituent Management,,Constituent Management,,,
,Constituent Segmentation Management,Ability to classify and analyze constituents based on specific attributes.,Capability,,Constituent Management,,Constituent Management,,,
,Constituent Segmentation Definition,Ability to establish and identify a constituent segment.,Capability,,Constituent Management,,Constituent Segmentation Management,,,
,Constituent Segment Establishment,Ability to declare a constituent segment.,Capability,,Constituent Management,,Constituent Segmentation Definition,,,
,Constituent Segment Identification,Ability to recognize a constituent segment.,Capability,,Constituent Management,,Constituent Segmentation Definition,,,
,Constituent Segment Attribute Articulation,Ability to determine the properties associated with or describing a constituent segment.,Capability,,Constituent Management,,Constituent Segmentation Management,,,
,Constituent Segment Prioritization,Ability to determine the relative importance of constituent segments to organization objectives.,Capability,,Constituent Management,,Constituent Segmentation Management,,,
,Constituent Aggregation,Ability to group constituents.,Capability,,Constituent Management,,Constituent Segmentation Management,,,
,Constituent Need Management,"Ability to define, describe, categorize, and prioritize constituent demands, desires, or expectations, which can take varying forms or be represented at varying levels of specificity.",Capability,,Constituent Management,,Constituent Management,,,
,Constituent Matching,Ability to associate a constituent with other business objects.,Capability,,Constituent Management,,Constituent Management,,,
,Constituent/Channel Matching,Ability to associate a constituent with a channel.,Capability,,Constituent Management,,Constituent Matching,,,
,Constituent/Constituent Matching,Ability to associate a constituent with a constituent.,Capability,,Constituent Management,,Constituent Matching,,,
,Constituent/Government Service Matching,Ability to associate a constituent with a government service.,Capability,,Constituent Management,,Constituent Matching,,,
,Constituent/Human Resource Matching,Ability to associate a constituent with a human resource.,Capability,,Constituent Management,,Constituent Matching,,,
,Constituent/Initiative Matching,Ability to associate a constituent with an initiative.,Capability,,Constituent Management,,Constituent Matching,,,
,Constituent/Language Matching,Ability to associate a constituent with a language.,Capability,,Constituent Management,,Constituent Matching,,,
,Constituent/Legislation Matching,Ability to associate a constituent with legislation.,Capability,,Constituent Management,,Constituent Matching,,,
,Constituent/Location Matching,Ability to associate a constituent with a location.,Capability,,Constituent Management,,Constituent Matching,,,
